City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Turukhansk,RU,65.8167,87.9833,-22.7,86,100,19.17,light snow
351,Kasane,BW,-17.8167,25.15,64.6,98,94,5.3,overcast clouds
352,Wanaka,NZ,-44.7,169.15,67.62,58,100,13.91,overcast clouds
353,Orasac,BA,44.6289,16.0711,29.12,87,30,3.56,scattered clouds
354,Mitu,CO,1.1983,-70.1733,72.54,98,98,2.1,overcast clouds
355,Hovd,MN,48.0056,91.6419,-3.87,79,0,0.87,clear sky
356,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.2,47,100,20.13,snow
357,Taoudenni,ML,22.6783,-3.9836,68.11,23,0,14.74,clear sky
358,Hambantota,LK,6.1241,81.1185,68.0,100,40,3.44,scattered clouds
359,Berlevag,NO,70.8578,29.0864,25.0,95,100,28.01,light snow
360,Leshukonskoye,RU,64.8989,45.7622,25.99,98,100,5.95,overcast clouds
361,Sunland Park,US,31.7965,-106.58,39.2,80,1,8.05,clear sky
362,Kloulklubed,PW,7.0419,134.2556,82.17,72,100,14.76,overcast clouds
363,Kizema,RU,61.113,44.8302,32.45,97,100,9.26,overcast clouds
364,Lagoa,PT,39.05,-27.9833,62.06,84,64,24.72,broken clouds
365,Taonan,CN,45.3333,122.7833,9.01,71,17,15.32,few clouds
366,Morondava,MG,-20.2833,44.2833,80.31,82,100,4.43,light rain
367,Shitanjing,CN,39.2342,106.3439,20.79,76,24,28.99,few clouds
368,Palafrugell,ES,41.9174,3.1631,41.0,93,20,1.14,few clouds
369,Along,IN,28.1667,94.7667,58.21,56,72,2.17,broken clouds
370,Ramgarh,IN,23.6333,85.5167,53.6,71,28,2.91,haze
371,Fort Nelson,CA,58.8053,-122.7002,-5.8,71,90,6.91,light snow
372,Almaznyy,RU,48.0448,40.045,35.6,87,20,20.13,light rain
373,Nieuw Amsterdam,SR,5.8833,-55.0833,79.0,87,80,5.99,broken clouds
374,Parambu,BR,-6.2111,-40.6944,72.64,65,75,1.23,broken clouds
375,Charters Towers,AU,-20.1,146.2667,88.97,43,6,11.27,clear sky
376,Kathu,TH,7.9178,98.3332,84.99,69,20,13.8,few clouds
377,Vorukh,TJ,39.8494,70.5838,26.42,65,0,6.4,clear sky
378,Kaeo,NZ,-35.1,173.7833,82.0,60,21,10.0,few clouds
379,Ostrovnoy,RU,68.0531,39.5131,5.95,93,100,15.14,light snow
380,Airai,TL,-8.9266,125.4092,72.36,70,94,4.29,overcast clouds
381,Bafq,IR,31.6128,55.4107,38.64,57,0,0.67,clear sky
382,Ariquemes,BR,-9.9133,-63.0408,74.5,95,100,4.7,moderate rain
383,Nhamunda,BR,-2.1861,-56.7131,74.41,94,97,3.09,overcast clouds
384,Zhezkazgan,KZ,47.8043,67.7144,7.3,96,26,6.06,scattered clouds
385,Anadyr,RU,64.75,177.4833,-0.4,78,75,6.71,broken clouds
386,Shahrud,IR,36.4182,54.9763,32.05,76,31,1.28,scattered clouds
387,Reconquista,AR,-29.15,-59.65,72.39,92,4,2.01,clear sky
388,Talnakh,RU,69.4865,88.3972,-20.6,84,100,6.53,overcast clouds
389,Kuressaare,EE,58.2481,22.5039,33.01,100,90,8.05,light rain
390,Walvis Bay,NA,-22.9575,14.5053,68.0,88,10,3.44,clear sky
391,Norrtalje,SE,59.758,18.705,34.0,88,100,7.0,overcast clouds
392,Mahenge,TZ,-8.6833,36.7167,62.87,100,89,0.54,overcast clouds
393,Magdalena,PH,14.1999,121.429,81.0,78,75,2.3,broken clouds
394,Fortuna,US,40.5982,-124.1573,39.0,100,90,24.16,very heavy rain
395,Namibe,AO,-15.1961,12.1522,75.09,76,4,6.11,clear sky
396,Mangan,IN,27.5167,88.5333,56.39,33,0,2.55,clear sky
397,Clyde River,CA,70.4692,-68.5914,3.2,78,1,25.32,clear sky
398,Bogorodskoye,RU,56.55,37.8833,31.84,98,84,15.66,broken clouds
399,Igrim,RU,63.1906,64.4162,-14.44,88,100,6.11,overcast clouds
400,Polyarnyy,RU,69.1989,33.4478,15.8,79,75,6.71,light snow
401,Portland,US,45.5234,-122.6762,37.99,87,90,25.32,overcast clouds
402,Luan,CH,46.3592,6.9759,28.99,69,75,3.44,broken clouds
403,Nkoteng,CM,4.5167,12.0333,69.85,88,72,5.03,broken clouds
404,Vaitape,PF,-16.5167,-151.75,81.7,72,47,16.02,scattered clouds
405,Taguatinga,BR,-12.3857,-46.5711,75.29,71,55,4.05,broken clouds
406,Akhtubinsk,RU,48.2795,46.1722,29.77,97,98,11.99,overcast clouds
407,Caravelas,BR,-17.7125,-39.2481,74.37,84,49,4.12,scattered clouds
408,Kilindoni,TZ,-7.9139,39.6668,80.55,79,2,7.94,light rain
409,Diapaga,BF,12.0708,1.7889,68.94,20,0,7.25,clear sky
410,Vanavara,RU,60.34,102.2797,-44.46,79,37,2.37,scattered clouds
411,Ust-Tsilma,RU,65.441,52.1498,-4.52,91,100,7.54,light snow
412,Kismayo,SO,-0.3582,42.5454,75.49,86,0,12.01,clear sky
413,Madimba,TZ,-10.4,40.3333,76.53,80,2,3.15,clear sky
414,Superior,US,46.7208,-92.1041,8.6,52,1,5.75,clear sky
415,Keti Bandar,PK,24.1447,67.4497,59.2,42,0,8.41,clear sky
416,Borgarnes,IS,64.5383,-21.9206,30.2,43,0,16.11,clear sky
417,Tucuma,BR,-0.1833,-50.05,76.12,89,95,4.34,moderate rain
418,Rapid Valley,US,44.0625,-103.1463,19.99,93,90,6.91,mist
419,Mogadishu,SO,2.0371,45.3438,74.98,87,20,15.46,few clouds
420,Lorica,CO,9.2365,-75.8135,78.6,79,0,6.42,clear sky
421,Campobello Di Mazara,IT,37.6358,12.7443,53.6,37,40,11.5,scattered clouds
422,Fort Smith,US,35.3859,-94.3986,39.99,70,20,3.44,few clouds
423,Empalme,MX,27.9667,-110.8167,57.99,45,0,3.0,clear sky
424,Achacachi,BO,-16.05,-68.6833,48.22,62,86,5.79,overcast clouds
425,Omsukchan,RU,62.5333,155.8,-26.73,82,100,4.45,overcast clouds
426,Coquimbo,CL,-29.9533,-71.3436,62.6,82,90,6.91,overcast clouds
427,Nadadores,MX,27.05,-101.6,66.67,37,97,2.3,overcast clouds
428,Samarai,PG,-10.6167,150.6667,85.86,64,81,4.72,broken clouds
429,Kaya,BF,13.0917,-1.0844,67.95,19,41,9.93,scattered clouds
430,Solnechnyy,RU,50.7214,136.6319,-6.34,85,100,7.94,overcast clouds
431,Astara,AZ,38.5,48.6667,26.6,93,75,7.65,broken clouds
432,Shingu,JP,33.7333,135.9833,53.6,76,75,19.57,broken clouds
433,Kathmandu,NP,27.7167,85.3167,45.64,55,0,1.28,clear sky
434,Giyani,ZA,-23.3025,30.7187,71.15,93,100,1.72,overcast clouds
435,Sumbe,AO,-11.2061,13.8437,75.33,86,62,6.06,broken clouds
436,Kununurra,AU,-15.7667,128.7333,78.8,100,100,3.44,overcast clouds
437,Nome,US,64.5011,-165.4064,12.2,85,90,1.57,overcast clouds
438,Krasnoselkup,RU,65.7,82.4667,-28.3,85,100,13.02,overcast clouds
439,Iwanai,JP,42.9744,140.5089,36.27,84,100,22.24,overcast clouds
440,Anito,PH,12.4497,125.2886,80.37,88,98,11.27,overcast clouds
441,Tuatapere,NZ,-46.1333,167.6833,70.0,69,97,7.0,moderate rain
442,Moron,AR,-34.6534,-58.6198,82.0,63,100,3.69,overcast clouds
443,San Rafael Del Sur,NI,11.8485,-86.4384,77.99,66,1,9.95,clear sky
444,Saint-Joseph,RE,-21.3667,55.6167,75.2,57,0,8.05,clear sky
445,Yuli,NG,9.6989,10.2744,72.18,22,60,6.38,broken clouds
446,Kapuskasing,CA,49.4169,-82.4331,-2.2,84,75,4.61,broken clouds
447,Korla,CN,41.7597,86.1469,18.91,83,0,1.66,clear sky
448,Emba,KZ,48.8264,58.1442,14.88,95,0,6.4,clear sky
449,Selishche,RU,56.8879,33.2691,28.99,98,98,10.45,snow
450,Banda Aceh,ID,5.5577,95.3222,80.76,74,93,5.79,overcast clouds
451,Port Pirie,AU,-33.1833,138.0167,73.4,56,49,8.05,scattered clouds
452,Hokitika,NZ,-42.7167,170.9667,67.86,77,0,8.12,clear sky
453,Kamaishi,JP,39.2667,141.8833,37.4,100,75,4.61,fog
454,Machali,CL,-34.1833,-70.6667,60.19,43,0,0.96,clear sky
455,Chubbuck,US,42.9208,-112.4661,21.2,79,75,5.75,broken clouds
456,Antofagasta,CL,-23.65,-70.4,68.0,77,75,12.66,broken clouds
457,Bedesa,ET,8.9,40.7833,55.94,34,0,2.89,clear sky
458,Benjamin Constant,BR,-4.3831,-70.0311,74.68,96,100,0.34,overcast clouds
459,Oksfjord,NO,70.2396,22.3479,23.0,85,75,3.44,broken clouds
460,Amahai,ID,-3.3333,128.9167,86.07,65,99,5.88,overcast clouds
461,Klyuchi,RU,52.2667,79.1667,24.82,98,98,12.59,overcast clouds
462,Pecos,US,31.4229,-103.4932,50.0,27,1,9.22,clear sky
463,Vidalia,US,32.2177,-82.4135,68.0,88,90,3.44,mist
464,Mezen,RU,65.8522,44.24,17.87,97,100,7.31,light snow
465,Comodoro Rivadavia,AR,-45.8667,-67.5,59.0,55,20,17.27,few clouds
466,Matagami,CA,49.7502,-77.6328,6.8,92,90,11.5,light snow
467,Miracema Do Tocantins,BR,-9.5618,-48.3967,76.05,80,94,2.3,overcast clouds
468,Morlaix,FR,48.5833,-4.0,50.0,93,90,12.66,overcast clouds
469,Nelson Bay,AU,-32.7167,152.15,72.0,94,75,20.71,light intensity drizzle
470,Marion,US,39.7684,-86.1555,33.01,80,90,8.05,overcast clouds
471,Kyzyl-Suu,KG,42.3414,78.0056,19.47,67,0,8.61,clear sky
472,Nicoya,CR,10.1483,-85.452,75.87,71,0,7.7,clear sky
473,Russell,US,32.3502,-85.1999,64.4,77,90,4.61,light rain
474,Sabang,ID,5.8933,95.3214,81.91,72,87,11.43,overcast clouds
475,Alofi,NU,-19.0595,-169.9187,80.6,83,90,9.22,moderate rain
476,Mnogovershinnyy,RU,53.9353,139.9242,-9.45,91,100,3.87,overcast clouds
477,Maumere,ID,-8.6199,122.2111,84.38,68,94,4.5,overcast clouds
478,San Jeronimo,PE,-11.9472,-75.2829,49.42,76,100,0.81,light rain
479,Merzifon,TR,40.8733,35.4631,46.4,61,75,5.75,broken clouds
480,Qurayyat,SA,31.3318,37.3428,39.2,48,0,11.5,clear sky
481,Hasaki,JP,35.7333,140.8333,48.0,93,75,6.91,moderate rain
482,Ust-Nera,RU,64.5667,143.2,-19.41,78,100,3.58,overcast clouds
483,Kargil,IN,34.5667,76.1,-14.93,60,0,0.98,clear sky
484,Opuwo,NA,-18.0607,13.84,67.41,71,98,1.28,overcast clouds
485,Oum Hadjer,TD,13.2954,19.6966,70.02,19,34,11.39,scattered clouds
486,Saldanha,ZA,-33.0117,17.9442,62.6,82,0,9.22,clear sky
487,Itarema,BR,-2.9248,-39.9167,79.61,80,95,11.18,overcast clouds
488,Araouane,ML,18.9048,-3.5265,65.73,20,0,10.45,clear sky
489,Acapulco,MX,16.8634,-99.8901,76.12,77,4,4.94,clear sky
490,Dzilam Gonzalez,MX,21.2833,-88.9333,77.54,75,0,8.05,clear sky
491,Neuquen,AR,-38.9516,-68.0591,73.4,27,0,8.05,clear sky
492,Burns Lake,CA,54.2331,-125.7533,19.4,93,100,3.36,overcast clouds
493,Abbeyfeale,IE,52.3814,-9.3025,48.99,93,90,4.61,overcast clouds
494,Moranbah,AU,-22.0016,148.0466,91.65,33,0,15.68,clear sky
495,Villamontes,BO,-21.25,-63.5,69.51,89,100,3.42,overcast clouds
496,Vestmannaeyjar,IS,63.4427,-20.2734,33.22,86,100,27.16,overcast clouds
497,Banyo,CM,6.75,11.8167,64.94,28,7,3.91,clear sky
498,Kovdor,RU,67.5662,30.4758,5.77,95,100,3.06,overcast clouds
499,Manokwari,ID,-0.8667,134.0833,76.28,90,100,8.75,moderate rain
500,Segezha,RU,63.7415,34.3222,32.32,98,100,7.38,light snow
501,Paldiski,EE,59.3567,24.0531,33.8,100,90,3.44,light rain
502,Duncan,US,34.5023,-97.9578,33.8,80,1,12.66,clear sky
503,Kupang,ID,-10.1667,123.5833,80.6,94,75,3.44,broken clouds
504,Kavieng,PG,-2.5744,150.7967,84.4,74,97,9.82,overcast clouds
505,Grand Gaube,MU,-20.0064,57.6608,75.99,78,42,1.99,scattered clouds
506,Kubinka,RU,55.5839,36.69,36.0,86,75,13.42,light snow
507,Avera,US,33.194,-82.5271,64.4,69,90,5.37,mist
508,Yar-Sale,RU,66.8333,70.8333,-33.93,81,0,13.47,clear sky
509,Kutum,SD,14.2,24.6667,54.37,34,13,2.21,few clouds
510,Jablah,SY,35.3614,35.9256,50.0,53,40,6.91,scattered clouds
511,Saint-Francois,FR,46.4154,3.9054,34.0,86,0,2.3,clear sky
512,Doba,TD,8.65,16.85,72.19,22,8,3.96,clear sky
513,Sinnamary,GF,5.3833,-52.95,77.36,87,96,14.29,overcast clouds
514,Kisangani,CD,0.5167,25.2,70.43,97,100,1.25,moderate rain
515,Sobolevo,RU,54.4299,31.8996,30.4,98,100,16.64,snow
516,Sandwick,GB,60.0,-1.25,30.2,80,50,4.61,scattered clouds
517,Kitakata,JP,37.65,139.8667,51.01,76,75,21.85,broken clouds
518,Derzhavinsk,KZ,51.1,66.3167,24.48,98,98,14.88,overcast clouds
519,Trinidad,BO,-14.8333,-64.9,74.66,95,100,3.62,light rain
520,Saryozek,KZ,44.3583,77.9753,13.3,83,0,1.88,clear sky
521,Sambava,MG,-14.2667,50.1667,74.88,87,18,4.88,few clouds
522,Konevo,RU,62.1215,39.3192,31.75,99,100,6.6,light snow
523,Tela,HN,15.7833,-87.45,75.99,83,3,6.22,clear sky
524,Zheleznodorozhnyy,RU,55.7503,38.0042,36.0,93,75,11.18,broken clouds
525,Rincon,US,32.296,-81.2354,69.8,88,75,3.44,broken clouds
526,Bundaberg,AU,-24.85,152.35,87.8,45,46,11.5,scattered clouds
527,Senneterre,CA,48.3835,-77.2328,10.4,92,90,9.22,overcast clouds
528,Chakrata,IN,30.7,77.85,31.12,69,0,6.73,clear sky
529,Grand-Lahou,CI,5.1367,-5.0242,77.9,87,34,7.83,scattered clouds
530,Karratha,AU,-20.7377,116.8463,98.02,15,0,10.18,clear sky
531,Sayyan,YE,15.1718,44.3244,39.31,63,0,2.89,clear sky
532,Tutoia,BR,-2.7619,-42.2744,79.88,84,100,10.18,overcast clouds
533,Maku,IR,39.2911,44.4521,24.35,78,70,1.45,broken clouds
534,Hun,LY,29.1268,15.9477,49.6,60,0,13.87,clear sky
535,Luanda,AO,-8.8368,13.2343,80.6,78,20,4.61,few clouds
536,Lithgow,AU,-33.4833,150.15,61.0,43,100,3.0,overcast clouds
537,Bouna,CI,9.2667,-3.0,75.09,19,95,4.36,overcast clouds
538,Pacific Grove,US,36.6177,-121.9166,50.0,66,90,4.61,moderate rain
539,Ponta Pora,BR,-22.5361,-55.7256,72.32,89,100,10.33,overcast clouds
540,Mongar,BT,27.2747,91.2396,43.97,65,0,2.8,clear sky
541,Port-Gentil,GA,-0.7193,8.7815,80.94,79,100,9.55,light rain
542,Awjilah,LY,29.1081,21.2869,57.0,84,0,17.6,clear sky
543,Aniva,RU,46.7144,142.5294,15.8,92,90,13.42,snow
544,Darhan,MN,49.4867,105.9228,-6.9,89,100,3.06,overcast clouds
545,Blagoyevo,RU,63.3667,47.9167,22.62,98,92,5.66,overcast clouds
546,Pimentel,PE,-6.8367,-79.9342,72.43,76,82,12.88,broken clouds
547,Zhengjiatun,CN,43.5064,123.5064,7.81,85,44,6.31,scattered clouds
548,Raudeberg,NO,61.9875,5.1352,28.0,91,49,6.58,scattered clouds
549,Irtyshskiy,RU,58.3333,68.1333,24.89,98,94,8.93,overcast clouds
550,Geraldton,AU,-28.7667,114.6,71.49,64,97,16.04,overcast clouds
551,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,76.05,85,86,2.04,light rain
552,Bambanglipuro,ID,-7.95,110.2833,81.54,75,99,5.64,light rain
553,Praia Da Vitoria,PT,38.7333,-27.0667,61.0,91,99,7.0,overcast clouds
554,Aurillac,FR,44.9167,2.45,37.99,65,100,3.0,overcast clouds
555,Calabozo,VE,8.9242,-67.4293,81.03,54,13,8.95,few clouds
556,Shuyskoye,RU,59.3736,41.0305,32.45,97,100,9.48,light snow
557,Palaikastron,GR,35.2,26.25,57.0,82,72,29.66,broken clouds
558,Selenginsk,RU,52.0064,106.8647,-16.6,69,100,4.47,smoke
559,Nara,JP,34.6851,135.8049,57.99,50,75,13.8,light rain
560,Ngunguru,NZ,-35.6167,174.5,82.0,60,27,10.0,scattered clouds
561,Nueva Guinea,NI,11.6876,-84.4562,69.51,94,0,6.24,clear sky
562,Porbandar,IN,21.6422,69.6093,58.84,38,0,11.43,clear sky
563,Tibati,CM,6.4667,12.6333,70.32,23,96,2.57,overcast clouds
564,Nizwa,OM,22.9333,57.5333,52.92,70,7,1.25,clear sky
565,Dengzhou,CN,37.8086,120.7508,38.73,66,96,5.08,overcast clouds
566,Kunming,CN,25.0389,102.7183,55.0,81,0,11.18,clear sky
567,Chardara,KZ,41.2547,67.9692,33.19,88,0,4.81,clear sky
568,Jardim,BR,-21.4803,-56.1381,74.35,88,61,4.9,broken clouds
569,Znamenskoye,RU,57.1281,73.8282,32.49,97,100,11.7,overcast clouds
570,Chokwe,MZ,-24.5333,32.9833,74.32,94,94,4.07,overcast clouds
571,Benesov Nad Ploucnici,CZ,50.7416,14.3124,30.99,97,93,4.97,overcast clouds
572,Toamasina,MG,-18.1667,49.3833,75.87,85,67,4.85,broken clouds
573,Owando,CG,-0.4819,15.8999,71.51,95,51,3.65,broken clouds
574,Kurilsk,RU,45.2333,147.8833,25.95,94,78,17.67,snow
575,Labuhan,ID,-6.8844,112.2051,82.94,75,100,7.99,overcast clouds
576,Leamington,CA,42.0549,-82.6062,30.99,86,62,5.75,broken clouds
577,Riverton,US,40.5219,-111.9391,30.2,86,40,10.36,scattered clouds
578,Eregli,TR,37.5133,34.0467,40.6,69,100,3.27,overcast clouds
579,Bolitoc,PH,15.7395,119.8769,82.35,70,60,3.51,broken clouds
580,Vila Franca Do Campo,PT,37.7167,-25.4333,63.0,94,75,23.02,broken clouds
581,Mahibadhoo,MV,3.7833,72.9667,80.22,73,99,17.29,overcast clouds
582,Neiafu,TO,-18.65,-173.9833,77.0,88,75,13.8,moderate rain
583,Treinta Y Tres,UY,-33.2333,-54.3833,72.18,92,100,6.24,light rain
584,Kalemie,CD,-5.9475,29.1947,68.86,78,100,2.39,overcast clouds
585,Ahipara,NZ,-35.1667,173.1667,75.09,64,3,6.29,clear sky
586,Namatanai,PG,-3.6667,152.4333,85.66,67,82,7.34,light rain
587,Lumphat,KH,13.4878,106.9816,79.29,54,100,7.67,overcast clouds
588,Xining,CN,36.6167,101.7667,19.06,67,4,1.61,clear sky
589,Puerto Madero,MX,14.7208,-92.4215,80.4,74,0,9.31,clear sky
590,Port Augusta,AU,-32.5,137.7667,82.99,50,0,8.05,clear sky
591,La Ronge,CA,55.1001,-105.2842,-22.0,76,28,2.3,scattered clouds
592,Armidale,AU,-30.5167,151.65,82.99,54,39,1.01,scattered clouds
593,Lata,PT,40.1629,-8.3327,59.0,96,100,1.52,overcast clouds
594,Pangody,RU,65.85,74.4859,-33.68,83,12,9.75,few clouds
595,Boa Vista,BR,2.8197,-60.6733,84.2,58,0,8.05,light rain
596,Kushiro,JP,42.975,144.3747,30.2,93,75,12.66,light rain
597,Udarnyy,RU,54.3409,42.8611,33.94,90,100,14.81,snow
598,Nenjiang,CN,49.1833,125.2167,-7.74,84,0,9.08,clear sky
599,Bad Langensalza,DE,51.1,10.65,34.0,86,75,10.36,broken clouds
600,Rodrigues Alves,BR,-7.738,-72.6509,74.28,95,98,1.7,overcast clouds
601,Ingham,US,42.6,-84.3833,25.0,86,90,6.91,overcast clouds
602,Santo Tomas,PH,14.1079,121.1414,82.0,78,75,2.3,broken clouds
603,Grootfontein,NA,-19.5667,18.1167,68.0,83,100,1.14,overcast clouds
604,Jalu,LY,29.0331,21.5482,56.95,81,0,16.91,clear sky
605,Bhatkal,IN,13.9667,74.5667,72.68,54,35,5.59,scattered clouds
606,Biltine,TD,14.5333,20.9167,67.5,22,97,7.56,overcast clouds
607,Mhlume,SZ,-26.0333,31.85,72.0,96,99,4.7,overcast clouds
608,Alice Springs,AU,-23.7,133.8833,91.0,61,75,9.22,broken clouds
609,Grindavik,IS,63.8424,-22.4338,30.2,51,0,21.85,clear sky
610,Kayerkan,RU,69.3497,87.7602,-20.87,85,100,6.55,overcast clouds
611,Agadir,MA,30.4202,-9.5982,55.4,100,0,10.36,clear sky
612,Yaan,NG,7.3833,8.5667,73.47,23,95,4.9,overcast clouds
613,Pandan,PH,14.0453,124.1694,79.57,85,66,14.5,broken clouds
614,Soeng Sang,TH,14.4264,102.4606,77.0,76,46,6.08,scattered clouds
615,Vavuniya,LK,8.7514,80.4971,69.4,87,100,2.55,overcast clouds
616,Tubmanburg,LR,6.8708,-10.8172,73.4,95,4,1.77,clear sky
617,Nabire,ID,-3.3667,135.4833,85.3,62,98,6.51,overcast clouds
618,Dagda,LV,56.0951,27.5372,29.28,98,90,0.38,overcast clouds
619,Mae Hong Son,TH,19.3003,97.9685,66.2,77,20,1.41,few clouds
620,Srednekolymsk,RU,67.45,153.6833,-29.27,83,100,10.18,overcast clouds
621,Myitkyina,MM,25.3833,97.4,61.59,54,0,3.0,clear sky
622,Strezhevoy,RU,60.7333,77.5889,-18.4,83,20,4.47,few clouds
623,Ouro Fino,BR,-22.2831,-46.3692,66.29,89,100,2.93,overcast clouds
624,Axim,GH,4.8699,-2.2405,77.85,87,70,4.94,broken clouds
625,Querfurt,DE,51.3833,11.6,32.0,74,97,3.0,overcast clouds
626,Mirnyy,RU,62.5353,113.9611,-42.39,80,57,3.24,broken clouds
627,Harrisonburg,US,38.4496,-78.8689,37.0,100,75,4.23,broken clouds
628,Kirakira,SB,-10.4544,161.9205,81.45,81,100,16.04,heavy intensity rain
629,Langsa,ID,4.4683,97.9683,79.52,80,100,1.74,overcast clouds
630,Gejiu,CN,23.306,103.1635,50.05,100,57,5.66,broken clouds
631,Clarence Town,AU,-32.5833,151.7833,73.99,94,90,20.71,light intensity drizzle
632,Chumikan,RU,54.7183,135.315,-6.7,89,100,10.0,overcast clouds
633,Cayenne,GF,4.9333,-52.3333,77.0,100,75,9.22,broken clouds
634,Livingston,GB,55.9029,-3.5226,37.99,100,90,2.3,light intensity drizzle
635,Ambilobe,MG,-13.2,49.05,73.38,94,74,2.37,light rain
636,Ritchie,ZA,-29.038,24.6028,66.06,93,100,6.6,heavy intensity rain
637,Purranque,CL,-40.9167,-73.1667,57.2,87,40,1.14,scattered clouds
638,Sava,IT,40.4034,17.5584,43.0,64,0,10.0,clear sky
639,Yokaichi,JP,35.1139,136.2037,55.0,65,18,7.0,few clouds
640,Fuxin,CN,42.0156,121.6589,18.1,67,67,2.89,broken clouds
641,Mayahi,NE,13.9553,7.6712,66.65,21,32,10.94,scattered clouds
642,Baculin,PH,7.4525,126.5842,83.61,62,100,7.7,overcast clouds
643,Leh,IN,34.1667,77.5833,-1.7,62,0,1.36,clear sky
644,Eureka,US,40.8021,-124.1637,42.01,90,100,8.99,heavy intensity rain
645,Naze,JP,28.3667,129.4833,62.6,77,75,16.11,light rain
646,Pemangkat,ID,1.1667,108.9667,77.88,88,96,4.81,overcast clouds
647,Yerofey Pavlovich,RU,53.9667,121.9667,-19.57,83,100,4.94,overcast clouds
648,Dharmadam,IN,11.7833,75.4333,71.53,64,90,7.02,overcast clouds
649,Muros,ES,42.7762,-9.0603,55.99,97,100,7.0,overcast clouds
650,Makakilo City,US,21.3469,-158.0858,80.6,54,1,10.36,clear sky
651,Sakakah,SA,29.9697,40.2064,46.4,36,0,3.44,clear sky
652,Barras,BR,-4.2444,-42.2944,74.34,94,100,3.29,light rain
653,Serebryansk,KZ,49.6925,83.2892,14.0,73,90,17.9,light snow
654,Nioro,GM,13.35,-15.75,69.53,19,0,2.59,clear sky
655,Makinsk,KZ,52.6292,70.4169,18.9,97,91,12.46,overcast clouds
656,Villaviciosa,ES,43.4813,-5.4357,60.01,86,88,4.21,overcast clouds
657,Vardo,NO,70.3705,31.1107,25.0,95,100,27.89,light snow
658,Ilo,PE,-17.6394,-71.3375,70.02,81,96,6.62,overcast clouds
659,Kirensk,RU,57.7853,108.1119,-26.72,83,100,3.51,overcast clouds
660,Pangnirtung,CA,66.1451,-65.7125,5.0,68,0,2.33,clear sky
661,San Ramon,US,37.7799,-121.978,44.6,70,90,11.5,moderate rain
662,Sungaipenuh,ID,-2.0833,101.3833,66.4,85,100,1.95,overcast clouds
663,Harnosand,SE,62.6323,17.9379,12.0,85,100,9.22,overcast clouds
664,Manavalakurichi,IN,8.1333,77.3,75.2,73,20,7.72,haze
665,Warrnambool,AU,-38.3833,142.4833,66.0,60,29,1.99,scattered clouds
666,Jacareacanga,BR,-6.2222,-57.7528,74.73,95,96,2.1,moderate rain
667,Lugovskoy,RU,56.9585,64.529,26.6,86,90,11.18,overcast clouds
668,Touros,BR,-5.1989,-35.4608,78.93,80,36,14.36,scattered clouds
669,Bandundu,CD,-3.3167,17.3667,72.55,94,97,3.36,overcast clouds
670,Quattro Castella,IT,44.635,10.4743,32.0,73,67,2.46,broken clouds
671,Outjo,NA,-20.1167,16.15,66.79,84,100,9.57,overcast clouds
672,Vadso,NO,70.0744,29.7487,17.6,79,75,9.22,light snow
673,Catumbela,AO,-12.4314,13.5472,74.61,78,95,1.81,overcast clouds
674,Shaoyang,CN,27.2315,111.4525,45.57,69,100,3.47,overcast clouds
675,Chunoyar,RU,57.4467,97.3217,-35.12,81,27,3.11,scattered clouds
676,Balagansk,RU,54.0103,103.0544,-26.3,83,15,3.04,few clouds
677,Contai,IN,21.7786,87.7536,62.1,41,0,8.86,clear sky
678,Katsuura,JP,35.1333,140.3,51.01,95,100,8.99,moderate rain
679,Singaparna,ID,-7.3515,108.111,80.58,70,94,2.04,overcast clouds
680,Mercedes,AR,-34.6515,-59.4307,75.99,62,100,1.01,overcast clouds
681,Sarahan,IN,31.5167,77.8,29.39,50,0,10.51,clear sky
682,Termiz,UZ,37.2242,67.2783,26.6,86,0,4.76,mist
683,Dongobesh,TZ,-4.0667,35.3833,53.96,100,48,3.69,scattered clouds
